sentence,sentiment,clean_text
Definitely worth checking out.  ,,definitely worth checking out
Damian is so talented and versatile in so many ways of writing and portraying different Characters on screen.  ,,damian is so talented and versatile in so many ways of writing and portraying different characters on screen
This movie has a cutting edge to it.  ,,this movie has a cutting edge to it
"I am so pleased to know such a modern day genius is out there , letting is passion for Art drive him and taking us as an audience with him.  ",,i am so pleased to know such a modern day genius is out there  letting is passion for art drive him and taking us as an audience with him
"The new characters weren't all that memorable, and I found myself forgetting who was who.  ",,the new characters werent all that memorable and i found myself forgetting who was who
I felt as though her going to Ireland did absolutely nothing whatsoever.  ,,i felt as though her going to ireland did absolutely nothing whatsoever
"It didn't make me scared, horrified, or make me sympathetic towards the characters; it was simply annoying.  ",,it didnt make me scared horrified or make me sympathetic towards the characters it was simply annoying
The jerky camera movements were also annoying.  ,,the jerky camera movements were also annoying
The plot was the same as pretty much every other cheap horror.  ,,the plot was the same as pretty much every other cheap horror
"There was a few pathetic attempts to give the characters some depth, but it didn't really work into the rest of the plot.  ",,there was a few pathetic attempts to give the characters some depth but it didnt really work into the rest of the plot
"I guess it was supposed to be clever twist, then shed some light on the situation, but it was just stupid.  ",,i guess it was supposed to be clever twist then shed some light on the situation but it was just stupid
"If you see it, you should probably just leave it on the shelf.  ",,if you see it you should probably just leave it on the shelf
"Elias Koteas,Jack Palance play good roles Angelina is hot and gets naked.Billy Drago appears in this and is cool as usual + a cameo by Sven ole Thorsen helps make this a very enjoyable movie with good acting and a decent budget.  ",,elias koteasjack palance play good roles angelina is hot and gets nakedbilly drago appears in this and is cool as usual  a cameo by sven ole thorsen helps make this a very enjoyable movie with good acting and a decent budget
This was such an awesome movie that i bought it off of Ebay.  ,,this was such an awesome movie that i bought it off of ebay
"I really loved the story line and the poler bear was kinda cute.But if anyone has a question about Fort Steele, just ask away:)  ",,i really loved the story line and the poler bear was kinda cutebut if anyone has a question about fort steele just ask away
This totally UNfunny movie is so over the top and pathetic and unrealistic that throughout the whole 90 minutes of utter torture I probably looked at my watch about 70000 times!  ,,this totally unfunny movie is so over the top and pathetic and unrealistic that throughout the whole  minutes of utter torture i probably looked at my watch about  times
Lucy Bell is so much higher than this crap and for her to sink this low is quite depressing.  ,,lucy bell is so much higher than this crap and for her to sink this low is quite depressing
All this movie does is make you sick watching all these slackers make excuses for their stupid actions for 90 minutes.  ,,all this movie does is make you sick watching all these slackers make excuses for their stupid actions for  minutes
